hours_worked_per_day,hours_sleep,hours_exercise_per_week,social_interactions_per_week,screen_time_per_day,has_meeting_overload,feels_purpose_at_work,work_on_weekends,stress_level,burnout_risk
9.714225143023492,5.976113443522356,3.7024134978582297,2.0,10.955291878258919,1,0,0,2,0
11.955788089483033,6.0175474231739265,0.0,3.0,6.001336273817868,1,0,0,4,1
,,0.0,6.0,7.322968683329276,1,0,1,1,0
7.3830127942136246,,1.398926301016833,2.0,6.84181510025771,0,0,1,3,0
7.996485912830927,7.145062470786605,0.058575148171682745,2.0,5.350628396865085,1,1,0,5,0
10.830804235404148,8.045425181047763,1.4837196047053782,2.0,9.459630859015366,0,0,0,2,0
,6.85818373853977,2.204439362365057,4.0,,0,1,0,1,0
7.940479592465922,6.111436781268945,1.5935031819539733,1.0,5.808621441951896,1,1,0,4,0
10.026534866226712,6.205475226372533,5.404935068941491,4.0,3.7385263904988184,0,1,0,4,0
9.194155098696081,6.392598110878904,3.15348952920464,3.0,4.7660124657021985,1,1,0,1,0
10.937289981065778,6.444166645235238,3.1009487192216567,3.0,3.0,0,0,1,2,0
7.595893812245295,,,5.0,7.030558871037924,0,1,0,5,0
8.344675706804464,6.577918828710949,0.22233376443846176,3.0,4.00833601928901,1,1,1,2,0
8.215783693735684,7.598960115823369,4.578223574840537,1.0,6.336098718703647,0,1,1,3,0
6.072970103735763,,2.34847142692908,1.0,10.425254634025928,0,1,1,2,0
9.592240554129152,6.617952785474136,3.840961234482425,3.0,9.998248932303964,1,0,0,3,0
9.522110544359778,3.5026989732018388,0.3562855339196891,5.0,6.919307764743455,0,1,1,4,0
9.010226913284923,7.874491512053722,0.0,4.0,6.782288184642125,1,0,0,3,0
8.530825733249706,7.019732713846989,4.1357793160500576,2.0,11.69968637355252,0,0,0,5,0
,7.997015164789478,,7.0,8.301890300896778,0,0,0,1,0
8.158709354469282,,0.6958968912849792,0.0,,0,1,0,3,0
8.31457096694646,9.632562057171091,0.7606738374506112,4.0,,0,0,1,2,0
7.395445461556762,6.290615557767239,4.750869568829539,2.0,7.984683045411858,0,1,1,3,0
8.677428576667982,,0.1211762142653443,3.0,9.073309431457156,0,0,0,4,0
9.808101713629076,4.940141109311703,5.785345906511926,1.0,5.42087118871589,0,1,0,3,0
12.77237180242106,7.419160857593854,0.6987585307042625,3.0,7.728006887845082,0,1,0,5,0
9.349155625663679,4.919876655239516,,1.0,6.091066762712427,0,1,0,3,0
,5.564346558956292,1.8427630485020308,3.0,6.5399190020024935,0,0,1,5,0
8.851108168467665,,3.706374862164686,6.0,3.0,0,1,0,2,0
5.1624575694019175,6.21397639885498,1.4117719957716148,3.0,,1,1,1,4,0
,6.826149309769584,2.1744141878554117,,9.423423256020136,1,1,0,1,0
9.120460419882052,,2.5818383507914424,,5.421493611083605,1,0,0,2,0
13.926484224970572,7.243522831958907,0.49562508843705455,4.0,7.131315920538291,0,0,0,2,0
8.615278070437755,6.725628357715364,3.9816486908402515,4.0,5.110123233270199,1,1,0,1,0
9.603094684667225,,1.4735728670568295,3.0,7.901104190731933,1,0,0,3,0
8.930576460589513,10.0,,1.0,6.458692006159566,1,1,1,3,0
6.6626439247609355,6.413571804449622,0.5113012507829755,4.0,4.651896148294982,0,1,1,3,0
11.285645629030041,6.801648570072452,0.0,2.0,10.33137866916282,1,0,0,4,1
10.503866065373549,,2.117944474799662,4.0,,1,1,0,2,0
,,7.325230843225832,1.0,5.487733090179563,1,1,0,5,0
7.181225090410522,8.28054545834057,,5.0,,0,1,0,1,0
11.805588621872198,7.458095333043777,2.4614792405312107,3.0,8.343530007050951,0,1,0,2,0
6.196297874415438,4.785492630904274,1.9742183415834647,1.0,8.60575308752794,0,1,0,3,0
,8.950147298451643,2.544931785624093,2.0,3.0,0,1,1,1,0
13.380911251619956,4.780481910471968,3.59423823035042,1.0,9.51651635258157,1,1,1,5,1
7.0189273497386235,6.953953197858549,0.1383743693823103,5.0,5.575752592685672,0,1,1,2,0
,,4.728643389337744,,6.1054301663968324,0,1,0,2,0
9.199302730175283,6.4037924801105115,3.930762630882488,3.0,13.5947043806505,0,1,1,4,0
7.993048691767601,,3.936371451415869,2.0,7.75468345180253,0,1,0,2,0
5.898673137867735,,3.3769514776194547,3.0,,0,0,0,2,0
,7.132881131352927,2.53923331538798,2.0,3.0,1,1,1,5,0
6.87539257254779,8.920566903587972,3.84572247193364,5.0,10.474410334865889,0,0,0,5,0
9.947184861270363,7.18030145227097,3.683628267482756,4.0,,0,0,0,1,0
,6.133765047064027,1.7919185781179525,5.0,,0,0,1,3,0
12.09986881003508,7.946130752432536,1.352796454206198,2.0,6.171619252280377,0,1,1,5,0
7.433493415327526,,2.703712590523973,3.0,10.541029479250732,0,1,1,1,0
8.35587696758865,4.658588277294511,5.598040302990375,2.0,8.933099966664399,1,1,0,2,0
10.62703443473934,,0.02178584869219824,1.0,6.60540622539935,1,0,0,1,1
6.53827136713209,7.551759113466348,0.0,3.0,7.770730159097052,1,1,1,1,0
9.45491986920826,,,1.0,5.499035767822235,1,0,0,1,0
11.614285508564857,8.563560219967428,,7.0,7.349134223913377,0,0,0,1,0
,6.27491661945121,2.8466833287408164,6.0,7.183341861945341,1,1,0,5,0
,,2.9879063958170007,,9.421924739203384,1,1,0,3,0
9.519765588496847,6.240392263574195,2.0535954907303897,,9.417945306097373,1,0,0,1,0
10.56364574355462,,5.479726877204165,1.0,8.234943455514113,0,1,0,4,0
,4.855587369657197,,1.0,6.0941311061347445,1,1,0,2,0
6.359086773831447,4.339923676108558,0.843005950439508,2.0,8.854555735975316,1,0,0,2,0
10.043883131233795,8.891757594837458,2.293490479701905,,6.7700788344923835,1,1,0,2,0
9.593969346466372,5.229557977522508,0.0,3.0,4.2952140782171675,0,0,0,2,0
9.500985700691754,5.012911475815539,2.1482911911358578,1.0,5.991780520222653,1,0,1,2,1
9.692896418993952,,5.822940331456037,4.0,7.211317459460811,1,0,0,1,0
7.639950556843019,5.541557378465747,,1.0,9.275539459161863,1,1,0,3,0
,4.515365309888752,2.961401811437367,3.0,6.5411795696071175,0,1,1,4,0
,,0.0,3.0,,1,1,0,5,0
7.571297163947264,,1.267277183921045,1.0,7.141854208242049,0,1,0,4,0
12.731549022289514,5.4677744822334144,1.749607239352126,2.0,7.283640100141381,0,1,0,5,0
9.947665841823575,9.878653708016463,1.8645698064875318,4.0,7.464594072256882,0,1,1,5,0
6.617393005594703,7.972648230487391,,2.0,9.299678789886075,1,1,1,4,0
10.31310721726766,6.012752924737066,3.6153821214502493,0.0,9.547308100224747,0,1,1,1,0
7.050636659545357,3.0,0.27708408612593605,4.0,5.514472819045833,0,0,1,2,0
,9.936413858886112,2.99300955686401,0.0,5.4596413548776415,1,1,0,1,0
11.317191158014808,4.415641299854606,3.49644349699357,,4.399503222611317,1,1,0,2,0
,,,5.0,8.747039175701191,0,0,0,3,0
10.926752258488644,8.03385564801446,,1.0,10.622050270844289,1,0,0,5,1
9.825561853872996,10.0,,5.0,6.212295180227692,1,1,1,4,0
10.64412031998898,8.576409227765778,0.8782849775793236,4.0,6.396423588187517,0,1,0,3,0
12.793585965307894,7.34586368007854,0.0,4.0,10.66695639224744,0,1,0,2,0
8.509223767994259,7.392131512497929,2.0319602817860374,,8.26389463303752,0,0,1,1,0
7.492527671285021,7.780123338170462,3.432716748892669,6.0,8.090589262002638,0,0,0,4,0
7.220971140748953,,4.474669033178204,2.0,4.022708735065683,0,0,0,5,0
7.368379430069123,6.921787135954064,2.3480979527149546,4.0,,1,1,0,3,0
8.845796581171792,6.656301655927814,1.8603049534903122,2.0,,1,1,0,5,0
9.682303949633289,6.4061103081507165,2.803515984497481,5.0,4.164949535162605,0,1,0,2,0
9.553381598660039,5.369053116699986,0.829714196739954,3.0,6.133071058083219,0,0,0,5,0
10.654366498072047,6.078987384699839,,3.0,5.535518191378275,0,0,0,1,0
9.026003783755813,3.960564778706922,0.0,,6.446000764037402,0,0,1,3,0
11.907068154314633,6.352490559807875,2.8694811577914487,1.0,3.3975459136877033,0,1,1,3,0
8.470686333524087,5.017113339273624,6.547212438459279,3.0,9.39704076616918,1,1,0,1,0
14.0,4.844616024176344,2.5135996891199954,6.0,9.819215736291072,1,1,0,5,1
10.251334695530012,6.769841226730218,2.119921929997011,3.0,3.0,0,0,1,1,0
7.2856848871674345,,1.7851091543791457,1.0,9.446144514166376,1,0,1,4,1
6.858215003877776,7.877474909003469,2.1392166364751843,3.0,4.973678425445934,0,1,0,1,0
9.96494483048637,4.144249094565234,5.245696949353061,3.0,9.142438842456965,1,1,0,5,0
,,0.0,2.0,6.828883768333961,0,1,1,1,0
10.428000988184184,7.911156781982324,,3.0,7.071938910202497,0,1,0,2,0
9.94647524914709,5.0262689096925355,,0.0,6.537255876446953,1,0,0,1,0
8.854342174686254,6.163050275004463,,8.0,10.030323010583714,0,1,0,1,0
7.30641256386319,,1.6415111594026763,1.0,3.9010299686874292,1,0,0,5,0
5.970305550628271,5.047483317704547,3.6771065395414393,,8.519600846837522,0,1,0,4,0
8.106970095865957,6.65806325921894,0.0,3.0,9.753325412223877,0,0,0,4,0
10.712797588646945,4.498961757622693,3.4243453321638855,2.0,,0,1,1,5,0
9.428187488260408,5.597948534073179,,,12.811747285808543,0,0,0,5,0
6.508522442576024,6.979672901213806,0.0,3.0,5.677633093188253,1,1,0,5,0
9.346361851702364,4.1105093997024955,2.8794123352207914,4.0,9.393262056483827,0,1,0,2,0
9.770634759457673,,,3.0,6.734773411646449,1,1,1,3,0
,6.470543301609978,3.3517744123860718,7.0,10.083515190881673,1,1,0,1,0
9.307450211891055,7.328734931625721,2.538295554831504,3.0,6.980777510696576,1,1,0,5,0
9.116417436892,6.835871201096992,1.2170261819113808,3.0,,0,1,0,5,0
6.714059404338753,8.546210644960766,,3.0,,1,0,1,5,0
9.715574720696566,6.687836753971861,6.108696219573487,5.0,5.771095152452675,0,1,0,4,0
10.121569052736469,5.855891688312121,2.1181924165454027,5.0,3.4681856027486093,0,0,0,5,0
11.166102486350553,6.683446254548426,,4.0,5.707882792065429,0,0,0,1,0
11.107604104069805,7.314947043554582,0.0,4.0,8.547582366471332,0,1,1,5,0
6.244661264085818,,,2.0,10.480096878967728,0,0,0,1,0
7.124349920169754,,,6.0,7.27782343824128,1,1,1,2,0
,5.447012468289866,5.46823205707193,3.0,10.295492668085064,0,1,1,3,0
10.027571901824418,5.5056486236735775,3.2112266975713197,2.0,3.604562696306016,0,1,1,4,0
10.030095372612095,4.39609209230046,1.8738839389536914,6.0,5.891841337955243,1,0,0,1,0
,9.12436511478041,,4.0,6.2785622071147476,0,1,1,2,0
10.141781021386334,4.6342051469130725,,3.0,,0,1,0,3,0
11.271131280361198,5.460642203306139,3.7090306527107337,,7.210235970625491,0,1,0,3,0
,5.422389101646203,4.264666124646818,6.0,8.727277393480481,1,0,1,3,0
10.302782502611596,7.842386565416662,,4.0,,0,1,0,1,0
,6.057575482561958,1.559915704480997,2.0,7.347571717382814,0,0,0,2,0
10.517938440986535,8.371613109010601,3.031756459304097,1.0,6.887192774189871,0,0,0,5,0
,5.4897640636341976,1.6265605279188091,3.0,4.685275240272125,1,0,0,2,0
8.526362786519982,6.918491243335703,2.367734770748355,4.0,6.7158332772964116,1,0,0,2,0
8.029272904341793,5.246979420110364,6.699443578333031,5.0,6.640851175257205,1,0,1,2,0
,9.717723691660083,2.0059485985080068,6.0,6.587298587492385,0,1,1,1,0
,4.718602371455731,1.7833196959575557,2.0,,0,1,0,1,0
,6.964731065340541,,4.0,7.189183851533465,0,1,0,1,0
10.372520380749027,7.450665321398148,,,5.919262052231675,0,1,1,2,0
5.774568257620697,,2.137551653563794,0.0,10.181786834928161,0,1,0,1,0
8.056136268421133,6.222068511683437,1.201253923357148,4.0,4.076298426992459,0,1,0,3,0
11.177901193934732,6.305268950399861,5.142608064546025,,5.197574728825259,0,1,0,1,0
9.128560038190926,6.565717207968665,5.339206009027274,2.0,,1,0,0,4,0
6.844510444141388,6.279496997557267,1.2991528685225897,5.0,4.405021612526925,0,1,0,1,0
7.569392581480064,7.945818675192364,0.0,4.0,3.6156133132256034,1,0,0,1,0
10.35919549786935,9.815784502387027,4.515027379673844,5.0,8.836191862503044,0,1,0,1,0
,5.66376232248825,1.130740348479992,2.0,3.0,0,0,0,1,0
9.43291717916395,4.445295530631383,4.081251198325537,2.0,6.411815225068903,0,0,0,4,0
9.091143679807628,6.3675769274731175,0.0,0.0,12.364562312691222,0,1,1,5,1
7.696799304788366,10.0,4.285194676598619,4.0,3.137660194616499,0,1,1,1,0
13.28788817865065,5.294488148045404,0.07765614143843758,1.0,3.0,0,1,0,3,0
10.267838044636022,8.9586752081661,3.9615282381330488,2.0,3.2520469951057542,1,1,0,4,0
,9.01655122111466,2.528546135672868,,,1,0,1,5,0
9.372908629538856,5.669617637438008,0.5921211612067103,2.0,9.811941799964531,0,0,0,1,0
7.676427070463224,7.353474618777913,1.6859273741464391,2.0,5.7185280075537275,1,1,1,5,0
,,3.872636913913402,1.0,,1,1,0,3,0
7.414958523134599,5.93130838851877,,3.0,10.475638318779975,1,1,1,4,1
8.770527117066202,6.194629459846458,,4.0,11.468366036074563,1,1,0,4,0
10.009974557960915,5.627478629077034,6.452881169030971,,,0,0,0,5,0
10.731510388340244,4.9778649039606995,0.0,3.0,3.0,0,1,1,1,0
6.599407185888447,5.526083682400989,5.734425149937248,,4.947802693975783,0,1,0,2,0
8.330997528318104,4.664089599856615,2.7087118750464256,3.0,5.932989512661856,0,1,0,4,0
8.050109377678087,6.551125202388839,0.7024319033537436,1.0,6.352653008554023,0,1,0,2,0
7.693341534852577,5.345040153412038,0.0,2.0,6.530351497478201,0,0,1,4,1
,6.850678867686121,2.121759218445933,1.0,9.797236494826674,1,1,0,1,0
9.80996342192191,4.166156530694559,,,10.186071066718954,1,0,0,1,0
,6.996320348321685,2.2449017592449314,4.0,6.570815865188042,1,0,0,4,0
10.835723894109552,7.750293442413387,5.522309860494695,2.0,9.746212190129548,1,1,0,5,0
13.244312394025266,3.509396536142817,0.0,2.0,7.894153416577724,1,1,0,1,0
11.064930521102294,7.061084854771358,2.4758221043078907,3.0,7.1612649321564295,0,0,0,1,0
5.961260068091973,8.341503488709938,0.0,2.0,9.26636039277491,0,0,0,3,0
8.031531854267497,,3.2272637652499356,2.0,7.180630120594789,0,0,0,1,0
,9.008858580256554,4.273774780194601,3.0,12.144527942744405,1,1,0,3,0
,7.1285285140490675,1.6584764126378935,1.0,3.403972083013602,0,0,0,1,0
,5.442482216362387,0.0,6.0,5.712072752269956,1,1,0,1,0
,,2.8978962935929893,2.0,6.683702757615125,0,0,0,5,0
,7.337490368782584,,2.0,8.098631726144976,0,0,1,5,0
8.8809492878764,6.614008087118617,3.3085895099233955,2.0,10.169901217757722,1,1,0,1,0
,7.308133988669554,4.971564383644308,4.0,,0,0,1,4,0
6.951224717331421,5.11898961038095,0.3578926407019023,1.0,3.444425876234482,0,1,0,4,0
8.49486369721368,,3.860432210900899,2.0,9.106284741137511,0,0,0,1,0
6.504433636070301,4.37942825464253,4.885015024955949,4.0,8.88739691535491,0,1,0,4,0
12.26482260786327,,0.0,,3.0,1,0,0,1,0
6.139717244078735,5.1441385378028155,3.1393036518379542,3.0,6.990489665823001,0,1,1,5,0
,5.39670508611535,,3.0,3.0246454232992552,0,0,1,2,0
9.261481154572182,,,6.0,,0,1,1,3,0
11.882546578132231,8.136965180891403,3.1953529670766727,3.0,4.742977682593001,1,1,0,4,0
6.128275697641121,7.413707181360765,1.5255428717728954,3.0,9.023161745604964,0,1,0,4,0
11.32632750430992,,1.1485838416767764,1.0,7.292075435430459,1,0,0,5,1
9.020466122039174,6.025387325457797,2.568304834976049,2.0,,1,1,1,4,0
7.036982697904098,8.319646549968775,0.32550812227439474,4.0,9.200164907393356,0,1,0,1,0
9.92420694852654,6.712575370459857,0.3283497422296291,3.0,3.415485440178964,1,1,0,1,0
9.39811939114694,9.978994309972542,3.8587465659130067,3.0,7.825284476177359,1,0,0,2,0
7.799566245682411,7.089976759091558,0.20241192968268784,2.0,4.96497332677111,0,1,0,2,0
9.139604169980037,6.788073674735047,3.832625001818424,3.0,6.0858072936737,0,1,1,2,0
8.22937280627648,6.036325303696248,3.425182585707902,1.0,8.26067687009596,1,1,0,1,0
9.227034690502496,6.700311357173423,0.0,2.0,8.303623497648822,1,1,0,2,0
,6.271295245429184,1.1448706953286898,2.0,10.3424226838899,0,1,0,2,0
,7.562163015032885,4.888218806094745,3.0,6.794365750821367,0,1,1,1,0
6.524369002346302,7.935053475191876,0.5376689377206367,5.0,7.766127157408352,1,0,0,5,0
13.266066749312532,5.321015809238076,1.5711914753812248,3.0,5.905656693989188,1,0,1,4,1
5.095824400954996,,3.424121786503793,6.0,7.454974706556994,1,1,0,3,0
,,4.066781018565191,2.0,8.098715120021279,0,1,1,1,0
10.176634412969154,7.261986990368816,1.9969222279110086,5.0,6.75422538136406,1,0,1,1,0
,4.844950090739189,1.3049796106167169,6.0,3.0,0,1,0,3,0
7.754600960358813,,5.344739723397016,6.0,7.828677240827238,0,0,0,3,0
8.58375549928545,7.082867906796446,5.977799327595157,3.0,7.9114036933886425,1,1,0,2,0
8.013998130682335,10.0,4.457716101563591,4.0,,1,1,0,3,0
7.821270486111577,6.49089363269016,2.670636285130048,3.0,3.7890324098187143,0,1,1,4,0
10.69920419404205,7.757736161677463,,2.0,10.689697876259913,0,0,0,4,0
9.714030971930095,6.622744037821348,0.8391111868868695,,8.228613777236005,1,1,0,4,0
7.614180809478691,6.351665520213286,3.545028210531515,4.0,6.427297422695726,0,1,0,4,0
10.799199750866501,,,2.0,4.157417792131282,1,1,0,4,0
,6.064588183717023,,0.0,,1,0,1,2,0
,6.901088471107855,3.8009001850722783,0.0,10.25647599196558,0,0,0,1,0
10.259257683847224,,,5.0,7.344154852170115,1,1,1,3,0
7.342009978155856,,4.603895235445837,6.0,5.623532332498233,1,1,1,1,0
7.879637919606061,7.988063524304784,0.5038787453711742,1.0,,1,0,0,3,0
10.494587210246523,6.237560364956887,1.7320574560952968,2.0,,1,1,0,2,0
,5.366382260760733,3.0004004125033887,5.0,10.752107575700947,1,1,1,2,0
8.958196812071703,7.304764765355605,6.491334979567929,,10.382001337241814,0,1,0,5,0
9.234654766617563,5.152298027313444,8.719837112010723,3.0,5.8335648219930585,0,0,0,5,0
11.555329791576849,,3.7134461182723655,2.0,,1,1,0,2,0
7.81685722232834,6.486321505033695,,0.0,3.0,0,0,0,2,0
10.094194762340075,8.128843348747367,3.5690112969611008,4.0,3.29604807112158,0,1,1,3,0
,7.2120473493199295,4.275310851747673,5.0,3.6513255626056096,1,1,0,2,0
8.564637593545559,6.462459561882284,,2.0,7.337975852468465,1,0,0,1,0
,7.726649448800431,6.090422711824644,3.0,6.184415738896601,0,1,1,3,0
10.65083269797606,,2.9601415183828044,7.0,3.6366612814618966,1,1,1,2,0
10.627019272001277,7.3367154595277935,3.4954861781827886,5.0,6.297089893838606,1,0,0,3,0
11.610957614308658,6.515528929765071,3.8318485041089225,3.0,8.263342869118372,0,0,1,3,0
9.042007683265519,4.532245651474761,3.3431732212289114,1.0,8.319598374788967,1,0,0,4,1
10.363905942589927,,4.177881000939225,3.0,3.0,0,0,1,5,0
,6.042162943467998,1.2654936269061536,4.0,6.679341298790423,0,0,0,3,0
9.648332704976884,5.5857316967610755,1.383396492107939,1.0,3.541648057570974,0,1,0,3,0
8.73971389126463,6.2195430455218315,,3.0,9.254321742850685,0,1,1,4,0
9.193991929985437,,3.379002461240453,3.0,8.960366040883747,0,0,0,2,0
10.190314050873827,7.294539131535096,4.057873007024228,4.0,4.754931934188853,1,1,1,3,0
7.363558633533055,6.394251832911364,3.4155457323037717,1.0,5.0848869939990005,1,0,0,4,0
13.184774551370921,7.229752465739303,5.848984866695075,,5.846832373754232,0,0,1,1,0
6.987965237000596,6.596711622215181,2.488807962341907,3.0,3.0,1,1,1,4,0
6.571622774424536,3.536800150469193,,2.0,7.839920433601441,0,0,0,5,0
11.316221747000135,5.090996909271869,0.31659824772137135,,6.317888634149673,0,1,1,5,1
10.583325387925871,6.283868666417577,1.725800595051198,1.0,9.425437706419647,1,1,0,2,0
10.24823963410431,,3.891075515131555,3.0,4.253976955093618,0,0,1,2,0
10.25669101852856,7.399893094994306,4.198204221486288,0.0,5.452192629375171,0,1,0,5,0
8.97550645430617,8.796126248515545,1.9120661046716356,3.0,3.2336868549022117,1,1,1,5,0
7.205491257028337,,2.3568014962838664,1.0,4.489273591264367,0,1,0,3,0
9.151609116387453,6.179835693604688,0.0,1.0,4.045045009829453,1,0,0,5,1
,8.736089205274927,1.7859415983867812,7.0,9.489934197116114,0,0,0,2,0
10.950239466835502,6.7230011858031675,4.280766327039572,3.0,5.254345378121519,0,0,0,5,0
,5.994371043322941,,2.0,7.310439211861533,0,0,1,2,0
7.349005606414977,5.579896004688591,,4.0,6.048091490345489,0,1,0,1,0
